2352.000	0.385932421	4.562232779	2.5072		0.27283403	0.167538532
2352.125	0.364555950	4.524696095	2.5032		0.25208961	0.160188845
2352.250	0.355175963	4.531732876	2.5462		0.22166749	0.142936525
2352.375	0.353398485	4.553609812	2.5368		0.19057090	0.123223431
2352.500	0.354227429	4.500881607	2.5543		0.16890600	0.109074862
2352.625	0.353839552	4.491703312	2.5594		0.15743862	0.101730611
2352.750	0.352975968	4.553966654	2.5474		0.15258438	0.098725758
2352.875	0.355517545	4.655557811	2.5488		0.14703052	0.094758593
2353.000	0.361115758	4.666146024	2.5526		0.14794848	0.094521951
2353.125	0.367530392	4.614672791	2.5566		0.15641679	0.098928865
2353.250	0.372484957	4.564322792	2.5600		0.17499631	0.109812819
2353.375	0.373975556	4.516042790	2.5631		0.20672974	0.129417869
2353.500	0.369292202	4.507103357	2.5658		0.21992862	0.138710693
2353.625	0.366266664	4.556927563	2.5670		0.20885617	0.132359115
2353.750	0.367533672	4.588834719	2.5630		0.18914603	0.119628497
2353.875	0.372404634	4.561495584	2.5551		0.17555292	0.110176196
2354.000	0.379022393	4.517535029	2.5472		0.17891618	0.111102940
2354.125	0.385146718	4.538199245	2.5443		0.20700638	0.127278553
2354.250	0.385357184	4.549336855	2.5421		0.23613158	0.145136576
2354.375	0.367603755	4.510482067	2.5404		0.24955541	0.157817904
2354.500	0.352075084	4.503497278	2.5383		0.23710976	0.153629324
2354.625	0.344732848	4.497631874	2.5328		0.20819038	0.136420315
2354.750	0.342344989	4.511703312	2.5212		0.18608580	0.122380256
2354.875	0.342356195	4.511703312	2.5083		0.17777186	0.116910560
2355.000	0.344744976	4.489336855	2.5019		0.17290279	0.113295420
2355.125	0.347097503	4.552144377	2.5028		0.16558473	0.108110682
2355.250	0.350561302	4.561263553	2.5097		0.16004312	0.103938197
2355.375	0.355302936	4.552144377	2.5189		0.15687887	0.101139346
2355.500	0.358757605	4.561263553	2.5256		0.15679433	0.100543174
2355.625	0.358859802	4.579605077	2.5311		0.16560481	0.106175900
2355.750	0.355509244	4.598101639	2.5334		0.17495150	0.112754623
2355.875	0.350740867	4.623707859	2.5345		0.18016909	0.116976426
2356.000	0.345887097	4.644989233	2.5333		0.17562054	0.114875661
2356.125	0.342216294	4.635539599	2.5277		0.16094593	0.105867613
2356.250	0.342975656	4.607399100	2.5197		0.15682176	0.103035713
2356.375	0.343684353	4.604970354	2.5177		0.15824961	0.103861693
2356.500	0.345498505	4.602544169	2.5155		0.15986453	0.104631571
2356.625	0.346478339	4.600120538	2.5133		0.16182945	0.105759048
2356.750	0.345552406	4.597699458	2.5125		0.16333487	0.106894112
2356.875	0.343556688	4.595280926	2.5148		0.16161403	0.106090449
2357.000	0.344979099	4.592864937	2.5194		0.15893521	0.104105886
2357.125	0.347175897	4.590451486	2.5246		0.15711185	0.102566401
2357.250	0.348773238	4.593598464	2.5290		0.15546935	0.101245802
2357.375	0.348745559	4.608137277	2.5319		0.15391731	0.100239333
2357.500	0.346815240	4.626121316	2.5324		0.15308077	0.099990027
